Latitude (decimal degrees):	36.984
Longitude (decimal degrees):	-6.432
Elevation (m):	1
Radiation database:	PVGIS-SARAH


Slope: - deg. 
Azimuth: - deg. 
time,G(i),H_sun,T2m,WS10m,Int
20140817:0109,0.0,0.0,23.74,2.24,0.0
20140817:0209,0.0,0.0,23.29,2.75,0.0
20140817:0309,0.0,0.0,22.84,3.27,0.0
20140817:0409,0.0,0.0,22.74,3.03,0.0
20140817:0509,0.0,0.0,22.64,2.8,0.0
20140817:0609,192.82,4.2,22.54,2.57,0.0
20140817:0709,683.36,16.02,24.02,3.03,0.0
20140817:0809,849.75,27.98,25.5,3.5,0.0
20140817:0909,946.18,39.8,26.98,3.97,0.0
20140817:1009,988.69,50.99,28.18,4.18,0.0
20140817:1109,1006.45,60.51,29.39,4.4,0.0
20140817:1209,1015.69,66.09,30.59,4.61,0.0
20140817:1309,1014.83,64.84,30.79,5.32,0.0
20140817:1409,995.87,57.56,30.98,6.03,0.0
20140817:1509,972.29,47.3,31.18,6.74,0.0
20140817:1609,903.05,35.82,30.19,6.97,0.0
20140817:1709,748.49,23.91,29.2,7.2,0.0
20140817:1809,472.85,11.96,28.21,7.42,0.0
20140817:1909,0.0,0.0,27.15,6.62,0.0
20140817:2009,0.0,0.0,26.1,5.82,0.0
20140817:2109,0.0,0.0,25.05,5.02,0.0
20140817:2209,0.0,0.0,24.76,4.65,0.0
20140817:2309,0.0,0.0,24.47,4.29,0.0
20140818:0009,0.0,0.0,24.18,3.92,0.0
20140818:0109,0.0,0.0,23.8,2.87,0.0
20140818:0209,0.0,0.0,23.41,1.83,0.0
20140818:0309,0.0,0.0,23.03,0.79,0.0
20140818:0409,0.0,0.0,22.84,1.32,0.0
20140818:0509,0.0,0.0,22.66,1.85,0.0
20140818:0609,230.79,4.06,22.47,2.39,0.0
20140818:0709,765.21,15.88,23.71,2.97,0.0
20140818:0809,898.62,27.85,24.94,3.55,0.0
20140818:0909,968.47,39.65,26.18,4.14,0.0
20140818:1009,1008.39,50.81,26.93,4.17,0.0
20140818:1109,994.22,60.28,27.68,4.19,0.0
20140818:1209,1038.81,65.78,28.43,4.22,0.0
20140818:1309,1049.54,64.52,28.32,4.56,0.0
20140818:1409,1033.32,57.28,28.2,4.9,0.0
20140818:1509,1026.23,47.05,28.09,5.24,0.0
20140818:1609,941.5,35.59,27.14,4.75,0.0
20140818:1709,799.7,23.68,26.19,4.26,0.0
20140818:1809,537.7,11.73,25.24,3.77,0.0
20140818:1909,0.0,0.0,24.46,3.51,0.0
20140818:2009,0.0,0.0,23.68,3.26,0.0
20140818:2109,0.0,0.0,22.9,3.01,0.0
20140818:2209,0.0,0.0,22.78,2.6,0.0
20140818:2309,0.0,0.0,22.67,2.19,0.0
20140819:0009,0.0,0.0,22.56,1.78,0.0
20140819:0109,0.0,0.0,22.21,2.17,0.0
20140819:0209,0.0,0.0,21.86,2.57,0.0
20140819:0309,0.0,0.0,21.52,2.97,0.0
20140819:0409,0.0,0.0,21.12,3.07,0.0
20140819:0509,0.0,0.0,20.73,3.17,0.0
20140819:0609,168.29,3.91,20.34,3.27,0.0
20140819:0709,320.04,15.74,21.59,3.0,0.0
20140819:0809,701.15,27.71,22.84,2.74,0.0
20140819:0909,968.14,39.5,24.09,2.47,0.0
20140819:1009,1014.84,50.62,25.03,3.21,0.0
20140819:1109,1037.02,60.04,25.97,3.96,0.0
20140819:1209,1045.18,65.47,26.91,4.7,0.0
20140819:1309,1055.13,64.2,26.84,5.2,0.0
20140819:1409,1034.21,56.99,26.77,5.69,0.0
20140819:1509,1006.31,46.79,26.71,6.18,0.0
20140819:1609,947.5,35.35,25.84,5.81,0.0
20140819:1709,840.08,23.45,24.97,5.43,0.0
20140819:1809,586.64,11.5,24.11,5.06,0.0
20140819:1909,0.0,0.0,23.38,4.59,0.0
20140819:2009,0.0,0.0,22.65,4.12,0.0
20140819:2109,0.0,0.0,21.93,3.66,0.0
20140819:2209,0.0,0.0,21.76,3.51,0.0
20140819:2309,0.0,0.0,21.59,3.37,0.0
20140820:0009,0.0,0.0,21.42,3.23,0.0
20140820:0109,0.0,0.0,21.21,2.53,0.0
20140820:0209,0.0,0.0,21.0,1.84,0.0
20140820:0309,0.0,0.0,20.79,1.14,0.0
20140820:0409,0.0,0.0,20.4,1.05,0.0
20140820:0509,0.0,0.0,20.02,0.95,0.0
20140820:0609,172.74,3.76,19.64,0.86,0.0
20140820:0709,632.58,15.6,20.99,1.31,0.0
20140820:0809,855.4,27.57,22.34,1.77,0.0
20140820:0909,951.99,39.35,23.69,2.22,0.0
20140820:1009,1008.27,50.44,24.73,2.88,0.0
20140820:1109,1018.75,59.79,25.78,3.54,0.0
20140820:1209,1033.66,65.16,26.83,4.19,0.0
20140820:1309,1043.83,63.87,27.28,4.29,0.0
20140820:1409,1027.17,56.7,27.72,4.38,0.0
20140820:1509,1006.25,46.53,28.17,4.47,0.0
20140820:1609,945.95,35.11,27.27,4.5,0.0
20140820:1709,829.32,23.21,26.38,4.53,0.0
20140820:1809,578.62,11.26,25.49,4.57,0.0
20140820:1909,0.0,0.0,24.62,4.13,0.0
20140820:2009,0.0,0.0,23.75,3.7,0.0
20140820:2109,0.0,0.0,22.88,3.27,0.0
20140820:2209,0.0,0.0,22.74,2.72,0.0
20140820:2309,0.0,0.0,22.61,2.17,0.0
20140821:0009,0.0,0.0,22.48,1.61,0.0
20140821:0109,0.0,0.0,22.28,1.4,0.0
20140821:0209,0.0,0.0,22.07,1.19,0.0
20140821:0309,0.0,0.0,21.87,0.98,0.0
20140821:0409,0.0,0.0,21.46,1.37,0.0
20140821:0509,0.0,0.0,21.06,1.75,0.0
20140821:0609,140.93,3.61,20.65,2.14,0.0
20140821:0709,661.08,15.46,22.08,1.47,0.0
20140821:0809,878.48,27.42,23.51,0.8,0.0
20140821:0909,966.2,39.19,24.94,0.12,0.0
20140821:1009,1027.87,50.25,26.02,1.71,0.0
20140821:1109,1031.0,59.55,27.11,3.3,0.0
20140821:1209,1051.09,64.84,28.2,4.88,0.0
20140821:1309,1044.66,63.54,28.19,5.19,0.0
20140821:1409,1034.01,56.4,28.17,5.49,0.0
20140821:1509,1005.0,46.27,28.16,5.79,0.0
20140821:1609,952.28,34.86,27.16,5.58,0.0
20140821:1709,825.72,22.97,26.17,5.37,0.0
20140821:1809,581.23,11.02,25.18,5.16,0.0
20140821:1909,0.0,0.0,24.35,4.5,0.0
20140821:2009,0.0,0.0,23.52,3.83,0.0
20140821:2109,0.0,0.0,22.7,3.17,0.0
20140821:2209,0.0,0.0,22.53,2.87,0.0
20140821:2309,0.0,0.0,22.37,2.57,0.0
20140822:0009,0.0,0.0,22.2,2.26,0.0
20140822:0109,0.0,0.0,21.87,2.4,0.0
20140822:0209,0.0,0.0,21.54,2.53,0.0
20140822:0309,0.0,0.0,21.22,2.66,0.0
20140822:0409,0.0,0.0,20.83,2.88,0.0
20140822:0509,0.0,0.0,20.45,3.09,0.0
20140822:0609,144.98,3.46,20.07,3.31,0.0
20140822:0709,668.0,15.31,21.38,3.26,0.0
20140822:0809,877.76,27.28,22.68,3.22,0.0
20140822:0909,965.98,39.03,23.99,3.17,0.0
20140822:1009,1021.53,50.06,25.15,3.84,0.0
20140822:1109,1031.32,59.3,26.32,4.51,0.0
20140822:1209,1050.64,64.52,27.49,5.17,0.0
20140822:1309,1044.42,63.2,27.86,5.43,0.0
20140822:1409,1045.46,56.1,28.22,5.69,0.0
20140822:1509,1018.14,46.0,28.59,5.94,0.0
20140822:1609,952.5,34.61,27.71,5.82,0.0
20140822:1709,823.48,22.73,26.83,5.7,0.0
20140822:1809,551.2,10.77,25.95,5.57,0.0
20140822:1909,0.0,0.0,25.16,4.61,0.0
20140822:2009,0.0,0.0,24.37,3.64,0.0
20140822:2109,0.0,0.0,23.59,2.68,0.0
20140822:2209,0.0,0.0,23.49,3.22,0.0
20140822:2309,0.0,0.0,23.39,3.77,0.0
20140823:0009,0.0,0.0,23.29,4.32,0.0
20140823:0109,0.0,0.0,23.03,3.85,0.0
20140823:0209,0.0,0.0,22.76,3.39,0.0
20140823:0309,0.0,0.0,22.5,2.92,0.0
20140823:0409,0.0,0.0,22.06,2.74,0.0
20140823:0509,0.0,0.0,21.63,2.57,0.0
20140823:0609,129.71,3.3,21.2,2.39,0.0
20140823:0709,655.1,15.17,22.58,2.42,0.0
20140823:0809,851.06,27.14,23.96,2.46,0.0
20140823:0909,942.34,38.88,25.34,2.5,0.0
20140823:1009,995.03,49.87,26.53,2.66,0.0
20140823:1109,1012.76,59.05,27.73,2.83,0.0
20140823:1209,1021.94,64.2,28.93,2.99,0.0
20140823:1309,1026.72,62.86,28.98,3.91,0.0
20140823:1409,994.9,55.79,29.02,4.82,0.0
20140823:1509,983.14,45.72,29.07,5.74,0.0
20140823:1609,934.86,34.35,28.13,5.7,0.0
20140823:1709,811.21,22.48,27.19,5.66,0.0
20140823:1809,560.76,10.52,26.26,5.61,0.0
20140823:1909,0.0,0.0,25.39,4.76,0.0
20140823:2009,0.0,0.0,24.53,3.9,0.0
20140823:2109,0.0,0.0,23.67,3.05,0.0
20140823:2209,0.0,0.0,23.53,2.59,0.0
20140823:2309,0.0,0.0,23.39,2.13,0.0
20140824:0009,0.0,0.0,23.25,1.67,0.0
20140824:0109,0.0,0.0,22.58,1.83,0.0
20140824:0209,0.0,0.0,21.91,1.98,0.0
20140824:0309,0.0,0.0,21.24,2.14,0.0
20140824:0409,0.0,0.0,20.9,2.23,0.0
20140824:0509,0.0,0.0,20.57,2.31,0.0
20140824:0609,112.04,3.15,20.24,2.4,0.0
20140824:0709,652.79,15.03,21.97,1.81,0.0
20140824:0809,866.96,26.99,23.7,1.21,0.0
20140824:0909,965.63,38.72,25.43,0.62,0.0
20140824:1009,1020.66,49.67,26.86,1.26,0.0
20140824:1109,1025.42,58.79,28.29,1.91,0.0
20140824:1209,1039.93,63.88,29.72,2.55,0.0
20140824:1309,1044.18,62.52,29.83,3.25,0.0
20140824:1409,1027.14,55.48,29.94,3.94,0.0
20140824:1509,1004.16,45.44,30.05,4.63,0.0
20140824:1609,941.26,34.09,28.9,4.88,0.0
20140824:1709,816.24,22.23,27.75,5.13,0.0
20140824:1809,526.61,10.26,26.61,5.38,0.0
20140824:1909,0.0,0.0,25.69,4.61,0.0
20140824:2009,0.0,0.0,24.78,3.83,0.0
20140824:2109,0.0,0.0,23.87,3.06,0.0
20140824:2209,0.0,0.0,23.73,2.79,0.0
20140824:2309,0.0,0.0,23.59,2.51,0.0
20140825:0009,0.0,0.0,23.45,2.23,0.0
20140825:0109,0.0,0.0,23.18,2.21,0.0
20140825:0209,0.0,0.0,22.9,2.18,0.0
20140825:0309,0.0,0.0,22.63,2.15,0.0
20140825:0409,0.0,0.0,22.28,2.23,0.0
20140825:0509,0.0,0.0,21.94,2.32,0.0
20140825:0609,94.5,3.0,21.6,2.4,0.0
20140825:0709,624.04,14.89,23.08,2.13,0.0
20140825:0809,866.25,26.85,24.55,1.86,0.0
20140825:0909,956.89,38.56,26.03,1.59,0.0
20140825:1009,1014.25,49.48,27.99,1.94,0.0
20140825:1109,1031.38,58.53,29.95,2.29,0.0
20140825:1209,1045.7,63.55,31.91,2.65,0.0
20140825:1309,1044.14,62.17,31.49,3.28,0.0
20140825:1409,1039.07,55.17,31.06,3.92,0.0
20140825:1509,1010.65,45.16,30.64,4.55,0.0
20140825:1609,954.88,33.83,29.45,4.73,0.0
20140825:1709,812.96,21.97,28.26,4.91,0.0
20140825:1809,517.33,10.01,27.07,5.09,0.0
20140825:1909,0.0,0.0,26.29,4.23,0.0
20140825:2009,0.0,0.0,25.51,3.38,0.0
20140825:2109,0.0,0.0,24.74,2.52,0.0
20140825:2209,0.0,0.0,24.64,2.46,0.0
20140825:2309,0.0,0.0,24.54,2.4,0.0
20140826:0009,0.0,0.0,24.44,2.33,0.0
20140826:0109,0.0,0.0,24.06,1.76,0.0
20140826:0209,0.0,0.0,23.67,1.19,0.0
20140826:0309,0.0,0.0,23.29,0.62,0.0
20140826:0409,0.0,0.0,22.85,1.0,0.0
20140826:0509,0.0,0.0,22.42,1.38,0.0
20140826:0609,97.76,2.85,21.99,1.77,0.0
20140826:0709,587.14,14.74,23.43,1.61,0.0
20140826:0809,830.42,26.7,24.88,1.45,0.0
20140826:0909,917.71,38.39,26.32,1.3,0.0
20140826:1009,993.94,49.28,27.43,1.76,0.0
20140826:1109,1000.17,58.27,28.54,2.22,0.0
20140826:1209,1021.71,63.21,29.65,2.68,0.0
20140826:1309,1001.65,61.82,30.0,3.42,0.0
20140826:1409,1000.78,54.85,30.34,4.17,0.0
20140826:1509,980.96,44.87,30.69,4.91,0.0
20140826:1609,930.46,33.56,29.83,5.02,0.0
20140826:1709,811.15,21.71,28.97,5.13,0.0
20140826:1809,502.57,9.75,28.12,5.24,0.0
20140826:1909,0.0,0.0,27.31,4.65,0.0
20140826:2009,0.0,0.0,26.51,4.06,0.0
20140826:2109,0.0,0.0,25.71,3.48,0.0
20140826:2209,0.0,0.0,25.61,2.68,0.0
20140826:2309,0.0,0.0,25.52,1.89,0.0
20140827:0009,0.0,0.0,25.42,1.09,0.0
20140827:0109,0.0,0.0,25.17,1.48,0.0
20140827:0209,0.0,0.0,24.92,1.86,0.0
20140827:0309,0.0,0.0,24.67,2.25,0.0
20140827:0409,0.0,0.0,24.28,2.34,0.0
20140827:0509,0.0,0.0,23.89,2.43,0.0
20140827:0609,78.11,2.7,23.5,2.52,0.0
20140827:0709,618.09,14.6,24.79,2.76,0.0
20140827:0809,863.25,26.55,26.08,3.0,0.0
20140827:0909,963.98,38.23,27.37,3.24,0.0
20140827:1009,1007.83,49.08,28.38,3.14,0.0
20140827:1109,1031.27,58.01,29.4,3.03,0.0
20140827:1209,1040.14,62.88,30.41,2.92,0.0
20140827:1309,1026.3,61.47,30.67,4.11,0.0
20140827:1409,1026.6,54.53,30.92,5.29,0.0
20140827:1509,1001.53,44.58,31.18,6.47,0.0
20140827:1609,920.48,33.29,30.31,6.11,0.0
20140827:1709,789.17,21.45,29.44,5.74,0.0
20140827:1809,463.89,9.48,28.58,5.38,0.0
20140827:1909,0.0,0.0,27.77,4.97,0.0
20140827:2009,0.0,0.0,26.96,4.56,0.0
20140827:2109,0.0,0.0,26.15,4.15,0.0
20140827:2209,0.0,0.0,25.99,3.77,0.0
20140827:2309,0.0,0.0,25.83,3.39,0.0
20140828:0009,0.0,0.0,25.67,3.01,0.0
20140828:0109,0.0,0.0,25.3,2.84,0.0
20140828:0209,0.0,0.0,24.93,2.68,0.0
20140828:0309,0.0,0.0,24.57,2.51,0.0
20140828:0409,0.0,0.0,24.14,2.53,0.0
20140828:0509,0.0,0.0,23.72,2.56,0.0
20140828:0609,56.55,2.55,23.29,2.58,0.0
20140828:0709,622.51,14.46,24.65,2.39,0.0
20140828:0809,862.6,26.41,26.01,2.2,0.0
20140828:0909,969.83,38.06,27.37,2.01,0.0
20140828:1009,1013.78,48.87,28.4,2.17,0.0
20140828:1109,1037.56,57.74,29.44,2.33,0.0
20140828:1209,1046.2,62.54,30.47,2.48,0.0
20140828:1309,1044.44,61.11,30.74,3.71,0.0
20140828:1409,1039.05,54.2,31.0,4.94,0.0
20140828:1509,1000.67,44.29,31.27,6.17,0.0
20140828:1609,927.6,33.02,30.36,5.82,0.0
20140828:1709,759.71,21.18,29.45,5.48,0.0
20140828:1809,416.7,9.21,28.54,5.13,0.0
20140828:1909,0.0,0.0,27.74,4.52,0.0
20140828:2009,0.0,0.0,26.94,3.91,0.0
20140828:2109,0.0,0.0,26.15,3.3,0.0
20140828:2209,0.0,0.0,25.83,3.15,0.0
20140828:2309,0.0,0.0,25.52,3.01,0.0
20140829:0009,0.0,0.0,25.21,2.87,0.0
20140829:0109,0.0,0.0,24.9,2.93,0.0
20140829:0209,0.0,0.0,24.58,2.99,0.0
20140829:0309,0.0,0.0,24.27,3.05,0.0
20140829:0409,0.0,0.0,23.83,2.92,0.0
20140829:0509,0.0,0.0,23.4,2.79,0.0
20140829:0609,31.92,2.4,22.96,2.66,0.0
20140829:0709,702.53,14.31,24.27,3.07,0.0
20140829:0809,826.02,26.26,25.59,3.47,0.0
20140829:0909,924.65,37.89,26.9,3.88,0.0
20140829:1009,979.27,48.67,28.07,3.78,0.0
20140829:1109,993.24,57.47,29.25,3.69,0.0
20140829:1209,1021.95,62.2,30.42,3.6,0.0
20140829:1309,518.43,60.75,30.58,4.35,0.0
20140829:1409,838.77,53.87,30.74,5.1,0.0
20140829:1509,993.71,43.99,30.9,5.85,0.0
20140829:1609,924.79,32.74,29.98,5.62,0.0
20140829:1709,800.13,20.91,29.06,5.39,0.0
20140829:1809,491.02,8.94,28.15,5.16,0.0
20140829:1909,0.0,0.0,27.25,4.66,0.0
20140829:2009,0.0,0.0,26.35,4.17,0.0
20140829:2109,0.0,0.0,25.46,3.67,0.0
20140829:2209,0.0,0.0,25.23,3.32,0.0
20140829:2309,0.0,0.0,25.01,2.98,0.0
20140830:0009,0.0,0.0,24.78,2.63,0.0
20140830:0109,0.0,0.0,24.35,2.68,0.0
20140830:0209,0.0,0.0,23.92,2.73,0.0
20140830:0309,0.0,0.0,23.49,2.77,0.0
20140830:0409,0.0,0.0,23.04,2.69,0.0
20140830:0509,0.0,0.0,22.6,2.62,0.0
20140830:0609,0.0,0.0,22.16,2.54,0.0
20140830:0709,690.39,14.17,23.46,2.23,0.0
20140830:0809,850.49,26.11,24.75,1.93,0.0
20140830:0909,915.16,37.73,26.05,1.63,0.0
20140830:1009,999.42,48.46,27.15,2.77,0.0
20140830:1109,1018.4,57.19,28.25,3.91,0.0
20140830:1209,1028.22,61.86,29.35,5.05,0.0
20140830:1309,1020.06,60.39,29.4,4.96,0.0
20140830:1409,1005.62,53.54,29.44,4.87,0.0
20140830:1509,999.18,43.69,29.49,4.79,0.0
20140830:1609,924.17,32.46,28.52,4.35,0.0
20140830:1709,725.38,20.64,27.56,3.92,1.0
20140830:1809,534.58,8.67,26.6,3.49,0.0
20140830:1909,0.0,0.0,25.73,3.11,0.0
20140830:2009,0.0,0.0,24.86,2.74,0.0
20140830:2109,0.0,0.0,23.99,2.36,0.0
20140830:2209,0.0,0.0,23.83,2.42,0.0
20140830:2309,0.0,0.0,23.68,2.49,0.0
20140831:0009,0.0,0.0,23.53,2.55,0.0
20140831:0109,0.0,0.0,23.13,2.36,0.0
20140831:0209,0.0,0.0,22.73,2.17,0.0
20140831:0309,0.0,0.0,22.34,1.99,0.0
20140831:0409,0.0,0.0,22.02,1.92,0.0
20140831:0509,0.0,0.0,21.7,1.86,0.0
20140831:0609,0.0,0.0,21.38,1.79,0.0
20140831:0709,613.08,14.02,23.0,1.32,0.0
20140831:0809,848.19,25.96,24.61,0.85,0.0
20140831:0909,960.98,37.55,26.23,0.37,0.0
20140831:1009,1006.73,48.25,27.3,0.69,0.0
20140831:1109,1030.64,56.92,28.37,1.0,0.0
20140831:1209,1039.78,61.51,29.44,1.31,0.0
20140831:1309,1032.35,60.02,29.52,2.7,0.0
20140831:1409,1031.08,53.2,29.6,4.1,0.0
20140831:1509,992.24,43.38,29.68,5.49,0.0
20140831:1609,914.11,32.17,28.66,5.33,0.0
20140831:1709,767.04,20.36,27.64,5.18,0.0
20140831:1809,397.31,8.39,26.62,5.02,0.0
20140831:1909,0.0,0.0,25.73,4.23,0.0
20140831:2009,0.0,0.0,24.85,3.43,0.0
20140831:2109,0.0,0.0,23.97,2.63,0.0
20140831:2209,0.0,0.0,23.92,2.41,0.0
20140831:2309,0.0,0.0,23.88,2.18,0.0
20140901:0009,0.0,0.0,23.84,1.96,0.0
20140901:0109,0.0,0.0,23.37,1.74,0.0
20140901:0209,0.0,0.0,22.9,1.53,0.0
20140901:0309,0.0,0.0,22.43,1.31,0.0
20140901:0409,0.0,0.0,22.21,1.03,0.0
20140901:0509,0.0,0.0,21.99,0.76,0.0
20140901:0609,0.0,0.0,21.77,0.48,0.0
20140901:0709,566.71,13.87,23.02,0.53,0.0
20140901:0809,790.06,25.8,24.26,0.58,0.0
20140901:0909,928.9,37.38,25.51,0.63,0.0
20140901:1009,968.6,48.03,26.54,1.03,0.0
20140901:1109,1026.41,56.64,27.57,1.42,0.0
20140901:1209,1041.12,61.16,28.6,1.81,0.0
20140901:1309,1010.15,59.65,28.98,2.94,0.0
20140901:1409,989.12,52.86,29.36,4.08,0.0
20140901:1509,959.6,43.07,29.74,5.21,0.0
20140901:1609,845.41,31.88,28.86,4.9,0.0
20140901:1709,703.25,20.08,27.98,4.59,0.0
20140901:1809,344.29,8.11,27.1,4.28,0.0
20140901:1909,0.0,0.0,26.41,4.05,0.0
20140901:2009,0.0,0.0,25.71,3.82,0.0
20140901:2109,0.0,0.0,25.02,3.59,0.0
20140901:2209,0.0,0.0,24.66,3.38,0.0
20140901:2309,0.0,0.0,24.31,3.17,0.0
20140902:0009,0.0,0.0,23.95,2.97,0.0
20140902:0109,0.0,0.0,23.29,3.25,0.0
20140902:0209,0.0,0.0,22.63,3.53,0.0
20140902:0309,0.0,0.0,21.96,3.81,0.0
20140902:0409,0.0,0.0,21.67,3.6,0.0
20140902:0509,0.0,0.0,21.38,3.39,0.0
20140902:0609,0.0,0.0,21.08,3.19,0.0
20140902:0709,124.48,13.73,22.18,3.22,0.0
20140902:0809,219.91,25.65,23.27,3.25,0.0
20140902:0909,370.89,37.21,24.36,3.28,0.0
20140902:1009,776.95,47.82,25.29,3.63,0.0
20140902:1109,160.39,56.36,26.23,3.97,0.0
20140902:1209,1023.21,60.81,27.16,4.32,0.0
20140902:1309,1028.13,59.28,27.22,4.49,0.0
20140902:1409,1001.27,52.51,27.27,4.66,0.0
20140902:1509,958.76,42.76,27.33,4.83,0.0
20140902:1609,860.76,31.59,26.28,4.81,0.0
20140902:1709,726.25,19.8,25.24,4.79,0.0
20140902:1809,370.49,7.83,24.19,4.77,0.0
20140902:1909,0.0,0.0,23.6,4.61,0.0
20140902:2009,0.0,0.0,23.02,4.45,0.0
20140902:2109,0.0,0.0,22.43,4.29,0.0
20140902:2209,0.0,0.0,22.21,4.31,0.0
20140902:2309,0.0,0.0,21.99,4.34,0.0
20140903:0009,0.0,0.0,21.77,4.36,0.0
20140903:0109,0.0,0.0,21.47,3.67,0.0
20140903:0209,0.0,0.0,21.17,2.98,0.0
20140903:0309,0.0,0.0,20.86,2.29,0.0
20140903:0409,0.0,0.0,20.54,2.21,0.0
20140903:0509,0.0,0.0,20.22,2.13,0.0
20140903:0609,0.0,0.0,19.89,2.06,0.0
20140903:0709,607.87,13.58,21.01,2.21,0.0
20140903:0809,853.98,25.5,22.12,2.37,0.0
20140903:0909,950.78,37.03,23.23,2.52,0.0
20140903:1009,1002.2,47.6,24.35,3.13,0.0
20140903:1109,1038.56,56.07,25.47,3.73,0.0
20140903:1209,1053.07,60.45,26.58,4.33,0.0
20140903:1309,1046.03,58.91,26.89,4.74,0.0
20140903:1409,1021.04,52.17,27.19,5.16,0.0
20140903:1509,986.15,42.45,27.5,5.57,0.0
20140903:1609,908.07,31.29,26.6,5.66,0.0
20140903:1709,781.13,19.51,25.7,5.76,0.0
20140903:1809,449.14,7.54,24.79,5.85,0.0
20140903:1909,0.0,0.0,24.31,5.12,0.0
20140903:2009,0.0,0.0,23.82,4.39,0.0
20140903:2109,0.0,0.0,23.34,3.66,0.0
20140903:2209,0.0,0.0,23.14,3.25,0.0
20140903:2309,0.0,0.0,22.94,2.85,0.0
20140904:0009,0.0,0.0,22.74,2.44,0.0
20140904:0109,0.0,0.0,22.47,2.48,0.0
20140904:0209,0.0,0.0,22.2,2.52,0.0
20140904:0309,0.0,0.0,21.93,2.57,0.0
20140904:0409,0.0,0.0,21.52,2.43,0.0
20140904:0509,0.0,0.0,21.11,2.3,0.0
20140904:0609,0.0,0.0,20.69,2.17,0.0
20140904:0709,595.68,13.43,21.78,2.25,0.0
20140904:0809,826.18,25.34,22.87,2.34,0.0
20140904:0909,949.2,36.85,23.96,2.43,0.0
20140904:1009,981.57,47.38,25.02,3.17,0.0
20140904:1109,1014.03,55.79,26.08,3.91,0.0
20140904:1209,1035.33,60.1,27.14,4.65,0.0
20140904:1309,1021.35,58.53,27.39,5.17,0.0
20140904:1409,993.71,51.82,27.63,5.7,0.0
20140904:1509,978.92,42.13,27.88,6.22,0.0
20140904:1609,896.94,31.0,26.92,6.06,0.0
20140904:1709,778.48,19.22,25.96,5.91,0.0
20140904:1809,443.77,7.26,25.0,5.75,0.0
20140904:1909,0.0,0.0,24.44,5.05,0.0
20140904:2009,0.0,0.0,23.88,4.34,0.0
20140904:2109,0.0,0.0,23.32,3.64,0.0
20140904:2209,0.0,0.0,23.11,3.02,0.0
20140904:2309,0.0,0.0,22.9,2.39,0.0
20140905:0009,0.0,0.0,22.69,1.77,0.0
20140905:0109,0.0,0.0,22.41,2.02,0.0
20140905:0209,0.0,0.0,22.12,2.28,0.0
20140905:0309,0.0,0.0,21.83,2.54,0.0
20140905:0409,0.0,0.0,21.41,2.11,0.0
20140905:0509,0.0,0.0,20.99,1.67,0.0
20140905:0609,0.0,0.0,20.56,1.24,0.0
20140905:0709,632.9,13.28,21.71,1.33,0.0
20140905:0809,834.31,25.18,22.86,1.43,0.0
20140905:0909,964.72,36.67,24.01,1.52,0.0
20140905:1009,982.18,47.15,25.04,2.66,0.0
20140905:1109,1013.79,55.5,26.07,3.8,0.0
20140905:1209,1023.68,59.74,27.1,4.94,0.0
20140905:1309,1015.12,58.15,27.15,5.17,0.0
20140905:1409,1006.2,51.46,27.19,5.4,0.0
20140905:1509,985.21,41.8,27.24,5.63,0.0
20140905:1609,895.99,30.69,26.23,5.42,0.0
20140905:1709,773.93,18.93,25.23,5.2,0.0
20140905:1809,412.33,6.97,24.22,4.99,0.0
20140905:1909,0.0,0.0,23.59,5.0,0.0
20140905:2009,0.0,0.0,22.95,5.0,0.0
20140905:2109,0.0,0.0,22.32,5.01,0.0
20140905:2209,0.0,0.0,22.1,4.64,0.0
20140905:2309,0.0,0.0,21.87,4.27,0.0
20140906:0009,0.0,0.0,21.65,3.9,0.0
20140906:0109,0.0,0.0,21.39,3.97,0.0
20140906:0209,0.0,0.0,21.12,4.04,0.0
20140906:0309,0.0,0.0,20.85,4.11,0.0
20140906:0409,0.0,0.0,20.51,3.74,0.0
20140906:0509,0.0,0.0,20.16,3.37,0.0
20140906:0609,0.0,0.0,19.81,2.99,0.0
20140906:0709,618.98,13.13,20.85,3.14,0.0
20140906:0809,840.85,25.03,21.89,3.28,0.0
20140906:0909,947.99,36.49,22.93,3.42,0.0
20140906:1009,1008.68,46.93,23.86,3.73,0.0
20140906:1109,1032.58,55.2,24.79,4.05,0.0
20140906:1209,1029.44,59.38,25.71,4.36,0.0
20140906:1309,1028.12,57.77,25.83,4.82,0.0
20140906:1409,1018.87,51.11,25.95,5.28,0.0
20140906:1509,998.47,41.48,26.07,5.74,0.0
20140906:1609,900.94,30.39,25.15,5.52,0.0
20140906:1709,776.65,18.64,24.23,5.31,0.0
20140906:1809,416.32,6.67,23.3,5.09,0.0
20140906:1909,0.0,0.0,22.8,4.71,0.0
20140906:2009,0.0,0.0,22.29,4.33,0.0
20140906:2109,0.0,0.0,21.79,3.94,0.0
20140906:2209,0.0,0.0,21.66,3.95,0.0
20140906:2309,0.0,0.0,21.53,3.95,0.0
20140907:0009,0.0,0.0,21.4,3.96,0.0
20140907:0109,0.0,0.0,21.27,3.67,0.0
20140907:0209,0.0,0.0,21.14,3.38,0.0
20140907:0309,0.0,0.0,21.01,3.09,0.0
20140907:0409,0.0,0.0,20.75,3.16,0.0
20140907:0509,0.0,0.0,20.49,3.24,0.0
20140907:0609,0.0,0.0,20.22,3.31,0.0
